    30, 16, 41, 12, 40, 52, 42, 16, 32, 36, 34, 38, 41, 34, 19, 12, 52,
    27, 30, 18, 12, 31, 27, 32, 37, 21, 49, 42, 51, 11, 27, 16, 31, 26,
    38, 32, 29, 38, 44, 17, 50, 20, 24, 51, 43, 13, 18, 49, 50, 40, 26,
    35, 32, 49, 18, 27, 37, 25, 11, 25, 40, 50, 25, 13, 10, 16, 26, 48,
    42, 27, 26, 11, 31, 30, 40, 48, 36, 33, 48, 49, 12, 40, 25, 13, 50,
    19, 10, 47, 49, 42, 16, 27, 52, 31, 45, 18, 43, 27, 28, 36, 26, 41,
    48, 40, 34, 52, 52, 15, 13, 43, 31, 40, 23, 39, 26, 35, 35, 16, 35,
    48, 23, 29, 22, 51, 33, 38, 50, 13, 26, 19, 22, 52, 50, 28, 42, 11,
    19, 20, 51, 27, 17, 13, 46, 25, 11, 41, 21, 47, 27, 12, 18, 10, 34,
    24, 27, 45, 36, 23, 22, 18, 30, 18, 18, 14, 50, 32],
   [21, 13,  7, 37,  9, 39, 24, 14, 11, 39, 23, 24, 19, 17,  8, 11, 13,
    38,  8, 27, 18, 10, 31, 15, 23, 40, 11, 14, 24, 33, 24, 13, 40, 22,
    24, 38, 11, 16, 40, 22, 22, 18, 23, 19, 34, 16, 39, 11, 25, 28, 37,
    39, 24, 13, 33, 34, 36, 26, 25,  7, 16, 27, 38,  9, 25, 19, 12, 24,
    36, 40, 32, 17, 13, 33, 17, 39, 11, 31,  7, 39, 40, 11, 36, 35, 25,
     7, 27, 21, 23, 37, 29, 21, 36, 26, 37, 29,  7, 19, 25, 33, 37, 21,
    28, 22, 34,  9, 22, 30, 19, 11, 29, 35, 23,  9, 12, 10, 14, 38, 15,
    30, 18, 36, 20, 33, 13, 10, 12, 31, 27, 38, 13, 37, 12, 20, 13, 28,
    20, 26, 18, 36, 32, 33, 33, 29, 40,  7, 17, 35,  8, 32, 17, 22, 30,
    25, 36, 21,  7, 34, 21, 30, 31, 39, 29, 18,  7, 16, 24, 35, 20, 26,
    23, 36, 25, 36, 36, 40, 25, 14, 27, 17, 34, 14, 21, 18,  7, 24, 22,
    13, 15, 26, 12, 15, 35, 36, 35, 39, 25, 31, 15, 36],
   [23, 37,  8,  9, 39, 39, 32, 36, 41, 34, 18, 40, 11, 21, 33, 36,  7,
    15, 38, 10, 27, 13, 15, 12, 13, 13, 14, 18, 12, 26, 35, 16, 19, 15,
    36, 16, 33, 32, 21, 11, 12, 41,  8, 24, 26, 22, 23, 36, 23, 24, 22,
    37, 25, 27, 34, 34, 13, 39, 10, 40, 34, 36, 36, 25, 30,  7, 21, 28,
     7, 18, 27, 40, 34, 18, 25,  7, 19,  7, 20, 16, 19, 19, 14, 30, 21,
    26, 42, 35, 29,  8,  7, 16, 40, 25, 40, 27, 30, 29, 42, 12, 41, 25,
    16, 21, 38, 10, 37, 21, 20, 39, 22, 31,  9, 27, 34, 31, 31, 36, 28,
    40, 36,  9, 30, 16, 39, 34, 41, 28,  8, 27, 41, 36, 18, 19, 29, 27,
    34, 33, 25, 27, 14, 41, 39, 25, 18, 29,  7,  7, 21, 30, 18, 42, 37,
    17, 13, 36, 23, 25, 18, 31, 38, 11, 27, 26, 30, 21, 18,  7, 42, 40,
    24,  7, 25, 21, 37, 18, 29,  7, 36, 22, 36, 29, 37,  8, 35, 11, 42,
    21, 30, 18, 19, 28, 38,  8, 20, 14, 38, 18, 35, 37],
   [26, 40, 41, 10, 34,  9, 32, 30, 23, 36, 14, 17, 14, 24, 37, 17, 43,
    29, 31, 36, 29, 12, 32, 35, 25, 26, 34, 41, 19, 25, 32, 19, 38, 27,
    29, 31, 30, 17, 19, 29, 37, 10, 41, 23, 33, 41, 36, 14, 17, 17, 20,
    36, 24, 25, 20, 18, 11, 10, 40, 29, 30, 37, 29,  9, 20, 37,  9, 43,
    28, 27, 29, 39, 10, 17, 42, 21, 27, 32, 38, 36, 20, 17, 20, 41, 43,
    30, 30, 34, 15, 24, 41, 15, 25, 40, 15, 24, 32, 35, 22, 39, 43, 15,
    23, 18, 29, 32, 27, 10, 38, 17, 30, 16, 36, 32, 29, 10, 23, 27, 25,
    10, 30, 42, 22, 32, 43, 42,  9, 13, 19, 37, 33, 32, 28, 16, 23, 22,
    34, 38, 32, 39, 28,  9, 10, 19, 27, 42, 40, 39, 31, 31, 26, 41, 39,
    28, 14, 28, 23, 26, 23, 19,  9, 38, 25, 29, 41, 31, 43, 32, 24, 20,
    41, 14, 22, 24, 31, 30, 36, 21, 11,  9, 28, 28, 17, 10, 42, 18, 29,
    39, 25, 10, 12, 28, 39, 17, 13, 28, 14, 26, 30, 19],
   [11, 21,  8, 37, 35, 31, 17, 25, 12, 28, 31, 10, 39, 14, 23, 24, 20,
    18, 41, 28, 26, 29, 34, 26, 38, 10, 38, 24, 31, 39, 32, 28, 28, 25,
    34, 21,  9, 25, 32, 12, 35, 42, 10, 27, 34, 29, 36, 19,  5, 19, 14,
    12, 35, 20,  8, 32, 33, 12, 35, 13, 39, 33, 16, 26, 29, 31, 24, 17,
     7,  6,  8, 37, 40, 36, 27, 32, 23, 15, 28, 36, 18, 29, 37, 17, 33,
     6, 24, 23, 35, 34, 23, 39, 25, 11, 15, 39, 22, 24, 28,  6, 19, 14,
    24, 14, 23, 22, 12, 30, 32, 19, 11,  8, 42, 22, 35, 24, 32, 28, 29,
    35, 28,  7, 37, 39,  7, 12, 31, 26,  5, 17, 32,  5, 34, 38, 30, 12,
    24, 35, 32, 14,  6, 21, 12, 12, 10,  5, 20, 31, 25, 36, 42, 14, 15,
    20, 30, 38, 41, 11, 22, 19, 23, 31, 41, 12, 42, 16, 32, 26, 40, 37,
     5,  9, 34, 14, 14,  9, 31, 34, 22, 33, 37, 11, 10, 28, 39, 21, 31,
    37, 16, 28, 38, 31,  5, 14, 12, 21, 39, 15, 31, 42],
   [47, 28, 27, 24, 26, 44, 46, 37, 12, 17, 47, 30, 17, 48, 15, 24, 36,
    40, 41, 50, 35, 24, 27, 25, 10, 32, 10, 36, 36, 34, 34, 46, 45, 34,
    40, 39, 13, 51, 27, 34, 23, 40, 20, 35, 28, 48, 28, 14, 15, 43, 37,
    12, 15, 19, 44, 11, 29, 21, 22, 28, 38, 39, 33, 17, 10, 26, 33, 47,
    28, 10, 14, 13, 44, 51, 14, 13, 37, 30, 33, 24, 36, 34, 21, 31, 27,
    19, 14, 10, 14, 24, 47, 52, 51, 28, 29, 40, 29, 17, 20, 40, 50, 10,
    21, 13, 52, 24, 16, 24, 31, 22, 35, 21, 31, 11, 25, 20, 21, 32, 29,
    18, 28, 39, 17, 20, 51, 47, 27, 33, 47, 32, 30, 43, 28, 51, 24, 37,
    33, 20, 41, 43, 17, 27, 40, 16, 51, 44, 44, 41, 33, 28, 10, 35, 11,
    51, 20, 50, 19, 27, 52, 14, 48, 52, 42, 37, 22, 30, 25, 43, 35, 46,
    24, 30, 49, 34, 43, 14, 18, 26, 38, 52, 33, 37, 23, 51, 41, 32, 11,
    52, 39, 36, 20, 34, 35, 20, 11, 10, 43, 49, 20, 50],
   [ 7, 15, 17, 24, 40, 13, 14,  9, 23, 17, 43, 43,  7, 23, 34, 42, 37,
    37, 28, 15, 13, 18, 39, 24, 34, 21, 20, 39, 41, 48,  9, 44,  7, 43,
    32, 32, 14,  9, 48, 28, 11, 17, 30, 21, 10, 10, 13, 12, 28, 40,  8,
    31, 30, 31, 11, 47, 28, 45, 14, 30, 16, 23, 26, 22, 46, 32, 27, 26,
    23, 42, 42, 27, 37, 19, 31, 19, 38, 35, 45, 36,  7, 20, 20, 44, 38,
    48, 37,  7, 35, 24, 17, 19, 36, 41, 27, 29, 38, 28, 24, 16, 25, 23,
    44, 34, 26, 20, 41, 18, 11, 38, 41, 42, 20, 43, 39,  9, 26, 28, 25,
    36, 44, 30, 41, 23, 19, 47, 35, 25, 31, 43, 43, 31, 38, 14, 25, 11,
    15, 25, 18, 29, 16, 18, 28, 11,  9, 22,  8, 29, 47, 23,  9, 18, 26,
    34, 42, 46, 30, 20, 32, 47, 26, 32, 39, 18, 34, 21, 15, 19, 46, 14,
    43, 30, 11, 32,  7, 43, 28, 36, 12, 22, 44,  7, 11, 35, 45, 15, 27,
    17, 38, 34, 39, 25, 29, 37, 23, 34, 46, 31, 30, 40],
   [27, 13, 13,  8, 41, 31, 16, 30, 33, 36, 37, 35, 20, 15, 34, 40, 31,
    32, 26, 37, 30, 23, 36, 15, 12, 13, 38, 23,  9, 22, 13, 13, 32, 15,
    30, 22, 28,  7, 12, 39, 31, 22, 10, 38, 28, 23, 17, 15, 27, 21, 29,
    22, 36, 21, 28,  9, 20, 32, 29, 29, 40, 15, 40, 15,  8, 15, 37, 29,
    17, 41, 14, 25, 27, 29, 28, 38, 37, 22, 10, 41, 21, 32,  9, 22, 38,
    36, 29, 29, 39, 22,  7,  8, 13, 27, 13, 41,  7, 32, 28, 20, 13, 33,
    36, 23, 39, 40, 11, 13,  8, 32, 23, 20, 37, 15, 12, 17,  9, 25, 10,
    13, 18, 26, 28, 14, 36, 12,  9, 40, 11, 28, 32, 25, 15, 11, 18, 31,
    29, 40, 11,  8, 36,  7, 40, 23, 22, 34, 15, 19, 25, 40, 33, 17,  8,
    26, 37, 27, 27, 40, 28, 33, 32, 21, 25, 27, 23, 40, 28, 39,  7,  9,
    21,  8, 20, 28, 29, 22,  7, 35, 31, 26, 15, 10, 10, 26, 41, 41, 13,
    33, 37, 23, 19, 16, 32, 17, 29, 40, 27, 23, 29, 29],
   [40, 11, 21, 17, 12, 22, 39, 20, 26, 22, 29, 11, 31, 38, 33, 13, 22,
    26, 12, 26, 41, 33, 18, 35, 21, 43, 33, 26, 33, 28, 18, 18, 32, 18,
    14, 12, 39, 38, 17, 29, 40, 24, 23, 24, 24, 27, 42, 29, 43, 43, 35,
    26, 18, 24, 19, 39, 21, 20, 35, 23, 29, 35, 10, 19, 14, 13, 40, 37,
    43, 16, 42, 23, 40, 27, 39, 11, 18, 17, 36, 28, 26, 18, 20, 38, 17,
    22, 16, 22, 37, 30, 18, 22, 29, 24, 30, 27, 39, 27, 15, 16, 36, 24,
    19, 41, 18, 40, 14, 43, 41, 40, 41, 11, 13, 30, 11, 29, 15, 33, 21,
    41, 40, 29, 13, 37, 28, 24, 34, 43, 37, 15, 26, 12, 21, 11, 28, 39,
    20, 10, 28, 19, 24, 34, 25, 28, 23, 12, 12, 37, 34, 17, 23, 21, 36,
    24, 27, 25, 17, 40, 30, 40, 21, 27, 34, 19, 34, 24, 11, 38, 10, 32,
    14, 26, 35, 12, 39, 32, 30, 34, 43, 21, 29, 24, 41, 11, 42, 21, 39,
    38, 14, 30, 40, 20, 19, 18, 17, 12, 25, 27, 30, 16]]
W=[4001, 4607, 3579, 3314, 4306, 3413, 5259, 4231, 3906, 3874]
b=[15, 16, 16,  4,  5,  5, 12,  6, 16,  8,  2,  2,  4,  6, 15, 15,  1,
   19,  3,  2,  5,  1,  9,  7,  3, 17, 14, 17,  5,  2, 10,  1,  8, 11,
    5,  5,  6,  6, 14, 14, 16, 19, 14,  3,  8, 14,  2,  9, 11,  2, 12,
   19, 12, 14,  6,  2,  3, 10,  3, 11,  3, 10,  3, 14,  5, 16, 14,  9,
   20,  8,  1, 16,  7, 15, 12, 19, 16, 20, 16, 11, 18,  9, 16,  5, 14,
    4, 16, 17, 14, 12,  2,  4,  7,  2, 16,  3,  2, 10,  8, 19,  2,  7,
   16,  4,  7,  6,  5, 17, 12, 20,  1,  7, 17, 18,  7, 13, 15, 20,  5,
   18,  1, 10,  1, 10,  7, 14, 15, 12,  5,  8,  5,  6,  7,  3, 18, 12,
   10, 11,  6, 12,  8, 13,  9, 19, 10, 11,  5,  2, 16, 15, 19, 17,  4,
   15,  6, 16, 11, 14, 16, 14,  1, 16, 12,  6, 11, 18, 16, 14, 15,  8,
   11, 16,  3, 15,  2,  1, 18, 16, 12, 15, 14, 13, 14, 15, 16, 18,  1,
   16,  7, 19,  4, 14, 13, 19,  4, 19,  5, 11, 15, 11]
P=[V,R,W,b]

Mejor solución encontrada:
[ 0,  0, 16,  0,  1,  0,  0,  0,  3,  0,  0,  0,  0,  6,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  2,  0,  7,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  7,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 11,  0,  2,
  0,  0,  0,  0,  0,  0,  2,  0,  0,  1,  0,  0,  0,  0,  0,  2,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  4,  0,  0,  0,  0,  0,  0,  0,  0,  5,  0,  0,  0,  0,  0,  0,  0,
  3,  0,  1,  0,  0,  0,  0, 15,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  5,  0,  0,  0, 11,  0,  0,
  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0, 14,  0,  0,
  0,  0,  0,  0,  0,  0,  7,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,
  0,  0,  0,  0,  0, 13, 19,  0,  0,  0,  0,  0,  0]

Valor óptimo generado:
15475
